indirect_tax_df_ Gross import VAT ,indirect_tax_df_ Gross local VAT ,indirect_tax_df_ VAT refund autonomy and traders ,indirect_tax_df_ Total net VAT ,indirect_tax_df_Net customs,indirect_tax_df_ Net import purchase tax ,indirect_tax_df_ Total import taxes ,indirect_tax_df_ Net local sales tax ,indirect_tax_df_ Gross fuel tax ,direct_tax_df_Total Gross Income Tax Division,direct_tax_df_ Total refunds from the Income Tax Department ,direct_tax_df_Total Income Tax Division Net,direct_tax_df_Income tax for self-employed individuals and companies (advances and deductions),direct_tax_df_Deductions and the capital market,direct_tax_df_Real estate taxation,direct_tax_df_Independents advances,direct_tax_df_Self-employed tax differences,direct_tax_df_Independent Cancellations,direct_tax_df_Companies advances,direct_tax_df_tax differential companies,direct_tax_df_Cancellation companies,direct_tax_df_Property tax,direct_tax_df_praise tax,direct_tax_df_Real estate purchase tax,direct_tax_df_Deduction from salary,direct_tax_df_Goods and services,direct_tax_df_Non-profit institution tax,direct_tax_df_VAT Financial Institutions (Salary),direct_tax_df_excess expenses,direct_tax_df_Bonds and dividends,direct_tax_df_Cancellations Deductions,direct_tax_df_Companies returns,direct_tax_df_self employed returns,direct_tax_df_ Capital Gains Tax Refunds ,direct_tax_df_ Purchase returns ,macro_monthly_df_CPI,macro_monthly_df_VAT,macro_monthly_df_cons_trust,macro_monthly_df_real_credit_card,macro_monthly_df_VAT_rate,"macro_monthly_df_ Unemployment rate (ages 25-64, in percentage points) ","macro_monthly_df_ Participation rate (ages 25-64, in percentage points) ",macro_monthly_df_ Employment rate (ages 25-64) ,macro_monthly_df_ Real Salary ,macro_monthly_df_ salaried jobs ,macro_monthly_df_Foreign exchange reserves in millions of dollars,macro_monthly_df_Apartment Price Index (1993=100) - Mid-period reviewed,macro_monthly_df_Credit card purchase value indices (total) (2002=100),macro_monthly_df_Industrial Production Index (Total),macro_monthly_df_The combined index of the state of the economy,macro_monthly_df_Apartments sold at an annual rate,Date
1780.5,2349.6,-1501.9,2628.0,117.0,838.6,955.6,71.4,470.1,7337246.0,-414781.0,6922465.0,2816217.0,4164912.0,356117.0,374856.0,498622.0,-7566.0,1246097.0,707869.0,-3661.0,60762.0,92742.0,188881.0,3347237.0,255193.0,386344.0,73963.0,69872.0,59312.0,-144246.0,-133012.0,-250700.0,-20656.0,-4681.0,71.5,2628.2,,,17.0,,,,,,22273.72045,195.2,,,44.28,15300.0,2000-06-01
2045.2,3180.5,-1354.6,3871.0,120.9,835.3,956.2,83.1,534.6,7709586.0,-465625.0,7243961.0,2404235.0,4980500.0,324852.0,593135.0,240287.0,-4635.0,1195483.0,449945.0,-69980.0,38592.0,102179.0,167835.0,4037888.0,291039.0,368442.0,98144.0,69084.0,29541.0,-14954.0,-178976.0,-264888.0,-11722.0,-5349.0,71.7,3871.1,,,17.0,,,,,,22155.25788,194.1,,,44.41,13512.0,2000-07-01
2028.8,2547.5,-1468.5,3108.0,132.1,893.6,1025.7,90.4,523.1,7628842.0,-562221.0,7066621.0,2519104.0,4750559.0,359180.0,413464.0,217431.0,-2402.0,1355235.0,536242.0,-866.0,34828.0,105432.0,194028.0,3770053.0,334984.0,373167.0,87383.0,64423.0,13316.0,-8855.0,-251298.0,-288636.0,-9456.0,-5791.0,71.3,3107.8,,,17.0,,,,,,22161.88419,192.6,,,44.52,14124.0,2000-08-01
1764.9,3306.5,-1463.6,3608.0,119.4,663.3,782.7,62.3,482.1,7744434.0,-477180.0,7267254.0,2556664.0,4879029.0,308740.0,607689.0,227803.0,-8632.0,1269351.0,464295.0,-3842.0,37448.0,98947.0,153090.0,3966152.0,274374.0,351878.0,87444.0,75508.0,64801.0,-37763.0,-204226.0,-253299.0,-9694.0,-4076.0,70.9,3607.8,,,17.0,,,,,,22160.19508,191.2,,,44.77,16404.0,2000-09-01
1976.8,2460.7,-633.4,3804.0,119.5,710.6,830.1,15.6,445.4,7479394.0,-406811.0,7072583.0,2427193.0,4761403.0,290798.0,359133.0,316703.0,-4470.0,1398916.0,360499.0,-3588.0,23964.0,92684.0,148770.0,3833142.0,342975.0,328275.0,90768.0,73096.0,17877.0,-19825.0,-212782.0,-171104.0,-12375.0,-3573.0,71.3,3804.1,,,17.0,,,,,,21964.28298,192.1,,,44.96,15600.0,2000-10-01
1999.1,3013.0,-2371.9,2640.0,116.3,772.1,888.4,19.4,422.1,7764650.0,-503295.0,7261355.0,2400854.0,5020664.0,343131.0,588437.0,221470.0,-7914.0,1191375.0,415342.0,-7856.0,30854.0,134089.0,148444.0,4019317.0,300935.0,398726.0,94393.0,83930.0,22074.0,-17854.0,-261326.0,-206433.0,-9982.0,-6960.0,71.3,2640.2,,,17.0,,,,,,21844.59769,188.8,,,45.15,14676.0,2000-11-01
1727.9,2342.7,-1456.8,2614.0,119.6,779.7,899.3,28.6,480.1,6497909.0,-840765.0,5657144.0,1545190.0,4645549.0,307170.0,357846.0,157797.0,-5197.0,655874.0,382492.0,-3622.0,34109.0,113154.0,139773.0,3728470.0,307462.0,305489.0,72184.0,70453.0,84671.0,-13080.0,-613064.0,-203161.0,-13050.0,-4285.0,71.2,2613.8,,,17.0,,,,,,23281.47107,188.0,,,45.24,12144.0,2000-12-01
1824.0,3509.0,-865.0,4468.0,104.0,820.0,924.0,21.0,441.0,8214621.0,-325411.0,7889210.0,2764116.0,5175828.0,274678.0,350355.0,951597.0,-3844.0,25026.0,1453340.0,-12358.0,21278.0,94162.0,136545.0,4198773.0,302980.0,354537.0,81876.0,126854.0,25599.0,-21429.0,-181077.0,-129846.0,-6609.0,-3752.0,70.8,4468.0,,,17.0,,,,,,23845.39442,188.6,,,45.31,15804.0,2001-01-01
1764.0,2657.0,-1963.0,2458.0,130.0,721.0,851.0,25.0,471.0,7635837.0,-456287.0,7179550.0,2337798.0,5027834.0,270205.0,374873.0,238357.0,-4395.0,1066570.0,665363.0,-2970.0,17055.0,89281.0,141309.0,4094329.0,292042.0,370314.0,71018.0,68446.0,46317.0,-12947.0,-335109.0,-104135.0,-7939.0,-4896.0,70.7,2458.0,,,17.0,,,,,,23631.00579,188.4,,,45.07,13476.0,2001-02-01
1878.0,2933.0,-1456.0,3355.0,137.0,861.0,998.0,22.0,447.0,8544679.0,-297676.0,8247003.0,2870426.0,5370491.0,303762.0,537247.0,184743.0,-5363.0,1114669.0,1042507.0,-3377.0,19368.0,115943.0,146385.0,4263659.0,328128.0,539633.0,84189.0,63701.0,18837.0,-27069.0,-171391.0,-105101.0,-9469.0,-6580.0,70.8,3355.0,,,17.0,,,,,,23953.44141,187.2,,,44.9,16728.0,2001-03-01
1773.0,2478.0,-1227.0,3024.0,121.0,585.0,706.0,37.0,404.0,7014328.0,-281334.0,6732994.0,2107751.0,4662875.0,243701.0,343183.0,164366.0,-4046.0,1140878.0,466023.0,-2653.0,20982.0,84628.0,119899.0,3890207.0,241078.0,295253.0,89693.0,68558.0,19793.0,-14499.0,-187877.0,-80948.0,-3842.0,-4226.0,71.5,3024.0,,,17.0,,,,,,23533.64674,185.6,,,44.7,14208.0,2001-04-01
1742.0,3130.0,-1494.0,3378.0,116.0,717.0,833.0,30.0,468.0,7955201.0,-416272.0,7538929.0,2220363.0,5442644.0,292194.0,543232.0,196627.0,-4880.0,1093598.0,393900.0,-2114.0,17651.0,90959.0,160360.0,4653382.0,264772.0,309957.0,111971.0,68546.0,39594.0,-81038.0,-219730.0,-176283.0,-7509.0,-6311.0,71.8,3378.0,,,17.0,,,,,,23241.56827,185.7,,,44.5,15132.0,2001-05-01
1492.0,2435.0,-1143.0,2784.0,91.0,690.0,781.0,35.0,460.0,7397247.0,-471957.0,6925290.0,2267205.0,4850130.0,279911.0,336536.0,298620.0,-4655.0,1212126.0,437678.0,-13100.0,22368.0,99138.0,136001.0,3852372.0,280789.0,387718.0,93734.0,66881.0,98876.0,-47724.0,-169726.0,-282475.0,-9497.0,-6253.0,72.0,2784.0,,,17.0,,,,,,23207.09651,185.7,,,44.28,12420.0,2001-06-01
1833.0,3254.0,-1365.0,3722.0,121.0,851.0,972.0,37.0,583.0,8594088.0,-601339.0,7992749.0,2737179.0,5585545.0,271363.0,577728.0,415125.0,-4065.0,1149944.0,601663.0,-3216.0,20323.0,90265.0,138000.0,4538586.0,367923.0,424089.0,95808.0,68722.0,26501.0,-29927.0,-273299.0,-302825.0,-14670.0,-6229.0,72.3,3722.0,,,17.0,,,,,,23593.48763,186.0,,,44.31,12552.0,2001-07-01
1765.0,2522.0,-1171.0,3116.0,123.0,802.0,925.0,35.0,479.0,7813737.0,-536036.0,7277701.0,2200406.0,5344922.0,268409.0,362618.0,188094.0,-4912.0,1243319.0,417201.0,-5914.0,17112.0,86979.0,144234.0,4330499.0,222575.0,469481.0,85324.0,72570.0,42875.0,-17017.0,-245350.0,-276816.0,-4824.0,-5218.0,72.5,3116.0,,,17.0,,,,,,24034.70773,187.2,,,44.36,14304.0,2001-08-01
1500.0,3339.0,-738.0,4101.0,105.0,619.0,724.0,52.0,470.0,7691967.0,-452725.0,7239242.0,2331688.0,5111589.0,248690.0,608037.0,196155.0,-2972.0,1077981.0,454601.0,-2114.0,13893.0,81003.0,128746.0,4257464.0,243898.0,404138.0,87211.0,72343.0,8639.0,-74240.0,-247308.0,-181877.0,-9923.0,-7635.0,72.6,4101.0,,,17.0,,,,,,24648.13919,187.3,,,44.26,13152.0,2001-09-01
1559.0,2484.0,-1497.0,2546.0,103.0,658.0,761.0,33.0,478.0,6564896.0,-484803.0,6080093.0,1849429.0,4508917.0,206549.0,315296.0,199267.0,-7476.0,964349.0,383180.0,-5187.0,11717.0,62511.0,116687.0,3677955.0,193640.0,390745.0,73939.0,69640.0,20469.0,-12075.0,-269109.0,-203352.0,-4129.0,-5504.0,72.7,2546.0,,,17.0,,,,,,24199.70542,185.6,,,44.2,14580.0,2001-10-01
1582.0,3029.0,-1233.0,3378.0,106.0,669.0,775.0,27.0,479.0,7130906.0,-696768.0,6434138.0,2100918.0,4789304.0,240683.0,590687.0,163695.0,-4052.0,934812.0,419630.0,-3854.0,16600.0,86098.0,116170.0,3925672.0,249619.0,341542.0,66068.0,80049.0,51330.0,-14803.0,-430219.0,-238646.0,-16048.0,-7256.0,72.3,3378.0,,,17.0,,,,,,23316.91075,184.5,,,44.22,15852.0,2001-11-01
1680.0,2578.0,-1147.0,3111.0,100.0,827.0,927.0,30.0,521.0,6519826.0,-718213.0,5801613.0,1578501.0,4651223.0,290102.0,316902.0,218840.0,-5011.0,580928.0,469138.0,-2296.0,17635.0,112164.0,136550.0,3731255.0,258854.0,386769.0,82649.0,74863.0,22727.0,-15383.0,-507473.0,-189132.0,-8489.0,-6682.0,72.2,3111.0,,,17.0,,,,,,23379.04067,188.3,,,44.43,14064.0,2001-12-01
1927.0,3464.0,-1305.0,4086.0,117.0,970.0,1087.0,30.0,488.0,7720189.0,-502076.0,7218113.0,2114141.0,5368796.0,237251.0,6012.0,880771.0,-6157.0,19351.0,1217904.0,-3740.0,14536.0,75263.0,133841.0,4336366.0,314329.0,407516.0,95805.0,119863.0,22389.0,-27469.0,-315525.0,-168537.0,-8743.0,-4974.0,73.0,4086.0,,,17.0,,,,,,23085.24848,194.1,,,44.9,16704.0,2002-01-01
1681.0,2620.0,-1080.0,3221.0,120.0,631.0,751.0,27.0,448.0,7872957.0,-687853.0,7185104.0,2543389.0,5060895.0,268672.0,334003.0,363519.0,-6934.0,1041731.0,813805.0,-2735.0,11887.0,87548.0,148843.0,4112414.0,258212.0,400756.0,62256.0,66467.0,68806.0,-9346.0,-546413.0,-124127.0,-8414.0,-5343.0,73.5,3221.0,,,17.0,,,,,,24304.75289,196.6,,,45.07,16284.0,2002-02-01
1669.0,3223.0,-1177.0,3715.0,126.0,635.0,761.0,24.0,491.0,7563747.0,-572843.0,6990904.0,2424442.0,4855173.0,284132.0,538062.0,254093.0,-3843.0,1035849.0,602770.0,-2489.0,13624.0,102958.0,151580.0,4137537.0,209374.0,290841.0,95236.0,63548.0,15141.0,-35711.0,-441297.0,-117801.0,-4165.0,-5032.0,73.9,3715.0,,,17.0,,,,,,24221.44314,197.6,,,45.08,15240.0,2002-03-01
1753.0,2628.0,-1061.0,3320.0,112.0,826.0,938.0,33.0,439.0,7062036.0,-281924.0,6780112.0,2023100.0,4780197.0,258739.0,327276.0,196281.0,-4425.0,1125973.0,381806.0,-3811.0,11341.0,75028.0,157374.0,4630122.0,365898.0,498256.0,109340.0,76809.0,11022.0,-57106.0,-166005.0,-102533.0,-4202.0,-6727.0,75.0,3320.0,100.0,,17.0,,,,,,24345.49439,199.8,,,45.19,15996.0,2002-04-01
1898.0,3002.0,-1257.0,3643.0,116.0,674.0,790.0,32.0,566.0,7535421.0,-464691.0,7070730.0,2148763.0,5073527.0,313130.0,559178.0,200935.0,-6814.0,977385.0,437029.0,-18950.0,13551.0,134187.0,148649.0,4175896.0,278689.0,363634.0,109411.0,71258.0,12388.0,-44560.0,-185858.0,-264509.0,-7370.0,-3146.0,75.7,3643.0,97.8,,17.0,,,,,,24431.45298,201.6,,,45.25,16128.0,2002-05-01
1918.0,2661.0,-1364.0,3215.0,104.0,811.0,915.0,31.0,584.0,6664509.0,-503438.0,6161071.0,1834833.0,4560367.0,269309.0,351492.0,209554.0,-6765.0,964264.0,318571.0,-2283.0,20007.0,90923.0,146866.0,3759323.0,212451.0,383284.0,96973.0,65169.0,14493.0,-74938.0,-185309.0,-293635.0,-11050.0,-6943.0,76.7,3215.0,95.6,,18.0,,,,,,25164.1857,198.8,,,45.45,16200.0,2002-06-01
2023.0,3609.0,-1324.0,4308.0,121.0,679.0,800.0,52.0,616.0,8334400.0,-541993.0,7792407.0,2196368.0,5849770.0,288263.0,594722.0,232706.0,-6386.0,1042717.0,336997.0,-4388.0,16075.0,96967.0,168400.0,4844040.0,220835.0,609207.0,108597.0,73168.0,14430.0,-156047.0,-178177.0,-349115.0,-4274.0,-6739.0,77.2,4308.0,94.6,,18.0,,,,,,25132.62631,196.4,,,45.64,16260.0,2002-07-01
1840.0,2781.0,-1309.0,3312.0,132.0,715.0,847.0,41.0,676.0,7077273.0,-845397.0,6231876.0,1711561.0,5102757.0,262956.0,321942.0,170560.0,-5083.0,949359.0,279429.0,-4646.0,14027.0,79570.0,152276.0,4016060.0,286791.0,579869.0,103489.0,67608.0,68329.0,-141681.0,-475248.0,-349280.0,-7236.0,-7399.0,77.0,3312.0,89.4,,18.0,,,,,,24654.93139,196.6,,,45.83,12948.0,2002-08-01
1809.0,3523.0,-613.0,4719.0,125.0,650.0,775.0,39.0,617.0,6756781.0,-233382.0,6523399.0,1925294.0,4670539.0,160948.0,531245.0,158320.0,-8634.0,933113.0,313984.0,-2734.0,9445.0,46649.0,99099.0,3868865.0,198242.0,436639.0,108162.0,66494.0,9636.0,-96019.0,-71256.0,-149398.0,-5153.0,-5160.0,77.2,4719.0,99.6,,18.0,,,,,,24622.9423,196.3,,,45.91,14556.0,2002-09-01
2016.0,2496.0,-848.0,3664.0,119.0,749.0,868.0,34.0,622.0,5537214.0,-308246.0,5228968.0,1565804.0,3879946.0,91463.0,256338.0,126496.0,-2352.0,950412.0,236127.0,-1217.0,6020.0,30530.0,51384.0,3247696.0,177620.0,375767.0,81990.0,64644.0,27944.0,-168286.0,-153292.0,-150736.0,-604.0,-290.0,77.7,3664.0,89.8,,18.0,,,,,,24229.40008,194.6,,,45.99,11328.0,2002-10-01
1642.0,3344.0,-2163.0,2823.0,95.0,664.0,759.0,34.0,579.0,7727613.0,-379108.0,7348505.0,1794603.0,5795576.0,137435.0,501904.0,117657.0,-9164.0,900876.0,288429.0,-5099.0,6588.0,47573.0,77067.0,4647481.0,214201.0,644335.0,87243.0,79399.0,8977.0,-20595.0,-223139.0,-155602.0,-7.0,-5.0,77.1,2823.0,91.0,,18.0,,,,,,23658.75015,192.7,,,46.0,11724.0,2002-11-01
1998.0,2639.0,-923.0,3714.0,115.0,865.0,980.0,27.0,613.0,6523853.0,-508510.0,6015343.0,1503191.0,4643090.0,377572.0,252690.0,193797.0,-7661.0,658714.0,411310.0,-5659.0,48769.0,112531.0,195647.0,3639410.0,242254.0,479711.0,91366.0,76654.0,26621.0,-17242.0,-219826.0,-253872.0,-8258.0,-21146.0,76.9,3714.0,93.0,,18.0,,,,,,24082.62184,193.0,,,46.19,14280.0,2002-12-01
1863.0,3804.0,-1902.0,3765.0,99.0,615.0,714.0,32.0,625.0,7441435.0,-1114562.0,6326873.0,2027748.0,5134721.0,278966.0,5999.0,726777.0,-4437.0,40503.0,1266584.0,-7678.0,29196.0,100322.0,141096.0,4048891.0,281208.0,448224.0,93135.0,133860.0,16237.0,-24044.0,-799627.0,-280702.0,-12073.0,-14989.0,77.0,3765.0,95.0,,18.0,,,,,,23852.21724,193.6,,,46.25,10956.0,2003-01-01
1755.0,2789.0,-1296.0,3248.0,110.0,611.0,721.0,19.0,556.0,7089012.0,-744465.0,6344547.0,1980192.0,4713466.0,395355.0,226103.0,271681.0,-4476.0,897143.0,592024.0,-2283.0,18119.0,172788.0,176605.0,3863442.0,254752.0,554129.0,97951.0,61173.0,29327.0,-338079.0,-508497.0,-193426.0,-9989.0,-16580.0,77.3,3248.0,97.0,,18.0,,,,,,23481.68906,192.7,,,46.28,12000.0,2003-02-01
2211.0,3307.0,-1276.0,4242.0,116.0,718.0,834.0,18.0,609.0,7233888.0,-524740.0,6709148.0,2109429.0,4901420.0,223039.0,424145.0,248157.0,-4483.0,962425.0,484672.0,-5487.0,15704.0,94271.0,121359.0,3816222.0,242962.0,519556.0,121245.0,73072.0,12483.0,-93388.0,-349667.0,-139901.0,-6272.0,-6215.0,77.5,4242.0,102.2,,18.0,,,,,,23937.14768,188.2,,,46.23,10776.0,2003-03-01
1805.0,2482.0,-1335.0,2952.0,114.0,606.0,720.0,26.0,528.0,6350270.0,-348810.0,6001460.0,1720213.0,4465717.0,164340.0,226380.0,152595.0,-1980.0,1033712.0,311622.0,-2116.0,10614.0,50931.0,97446.0,3518759.0,182573.0,384359.0,106420.0,65158.0,6791.0,-5037.0,-252122.0,-71602.0,-6034.0,-3574.0,77.3,2952.0,95.9,,18.0,,,,,,23767.01823,184.8,,,46.27,11532.0,2003-04-01
1735.0,3264.0,-1240.0,3759.0,106.0,671.0,777.0,30.0,622.0,7098745.0,-525271.0,6573474.0,2139822.0,4792198.0,166725.0,438139.0,344177.0,-15612.0,1123273.0,258298.0,-8453.0,15781.0,49833.0,95001.0,3721948.0,207681.0,476676.0,103242.0,76757.0,10288.0,-23961.0,-372677.0,-119745.0,-11547.0,-7197.0,76.9,3759.0,98.1,,18.0,,,,,,23840.91672,183.8,,,46.33,10704.0,2003-05-01
1927.0,2610.0,-1300.0,3237.0,104.0,742.0,846.0,32.0,634.0,6457278.0,-480980.0,5976298.0,1981383.0,4253139.0,222757.0,231641.0,203382.0,-7504.0,1248760.0,308401.0,-3297.0,17598.0,70439.0,127061.0,3095910.0,203457.0,464769.0,105128.0,150861.0,22157.0,-16544.0,-153451.0,-287347.0,-12030.0,-7210.0,76.5,3237.0,109.2,,18.0,,,,,,24564.68094,181.8,,,46.63,10068.0,2003-06-01
1948.0,3398.0,-1304.0,4042.0,114.0,815.0,929.0,38.0,649.0,7816055.0,-613633.0,7202422.0,2498586.0,5049252.0,268218.0,454496.0,394066.0,-5152.0,1290189.0,369319.0,-4332.0,14061.0,87551.0,154779.0,3593671.0,540774.0,482309.0,121385.0,72946.0,10465.0,-18893.0,-244244.0,-329153.0,-13715.0,-7344.0,76.0,4042.0,109.5,,18.0,,,,,,24429.56729,183.4,,,47.0,12576.0,2003-07-01
1763.0,2853.0,-1233.0,3383.0,121.0,740.0,861.0,39.0,638.0,6972344.0,-649972.0,6322372.0,2389401.0,4326773.0,256170.0,249848.0,545642.0,-4128.0,1224187.0,376355.0,-2503.0,10019.0,88346.0,155553.0,3108135.0,221292.0,583952.0,106936.0,71821.0,13270.0,-24305.0,-331583.0,-286550.0,-8108.0,-5770.0,76.1,3383.0,108.3,,18.0,,,,,,23968.19933,185.9,,,47.13,11808.0,2003-08-01
1914.0,3582.0,-1241.0,4255.0,144.0,806.0,950.0,34.0,618.0,7170526.0,-628780.0,6541746.0,2208615.0,4710926.0,250986.0,463683.0,183229.0,-2960.0,1182218.0,385079.0,-2634.0,14013.0,78475.0,151473.0,3532954.0,302807.0,453318.0,103174.0,79803.0,4282.0,-13547.0,-301460.0,-295506.0,-13512.0,-4803.0,75.7,4255.0,103.2,,18.0,,,,,,25287.11334,183.7,,,47.27,12348.0,2003-09-01
1844.0,2820.0,-854.0,3810.0,123.0,812.0,935.0,35.0,596.0,6652486.0,-386546.0,6265940.0,2033924.0,4455021.0,163541.0,227324.0,188433.0,-3983.0,1292295.0,332106.0,-2251.0,6504.0,43105.0,110462.0,3384061.0,179398.0,479390.0,105518.0,66391.0,5550.0,-13173.0,-171436.0,-191385.0,-12749.0,-4482.0,75.7,3810.0,106.2,,18.0,,,,,,24949.92657,182.8,,,47.43,13272.0,2003-10-01
1940.0,3219.0,-887.0,4272.0,111.0,738.0,849.0,33.0,589.0,6783495.0,-396334.0,6387161.0,1996444.0,4614810.0,172242.0,441244.0,186555.0,-2648.0,1133541.0,252506.0,-14754.0,5587.0,46962.0,112688.0,3672792.0,227253.0,520551.0,90473.0,67907.0,6707.0,-209925.0,-212740.0,-156546.0,-8676.0,-4377.0,75.6,4272.0,101.8,,18.0,,,,,,24975.84167,182.6,,,47.45,12960.0,2003-11-01
2152.0,2576.0,-1707.0,3021.0,136.0,918.0,1054.0,35.0,622.0,6190146.0,-647031.0,5543115.0,1580955.0,4411330.0,197860.0,215128.0,164209.0,-7063.0,807574.0,405068.0,-3961.0,12147.0,55135.0,119042.0,3266898.0,237988.0,514874.0,96579.0,70807.0,8288.0,-49469.0,-449312.0,-175467.0,-4688.0,-4201.0,75.4,3021.0,102.9,,18.0,,,,,,26314.30255,181.2,,,47.66,12792.0,2003-12-01
2053.0,3736.0,-1681.0,4108.0,97.0,863.0,960.0,33.0,629.0,7484584.0,-564150.0,6920434.0,1983680.0,5239621.0,261283.0,3201.0,647863.0,-5033.0,33590.0,1311699.0,-7640.0,7721.0,74181.0,154506.0,3738511.0,296760.0,536060.0,97805.0,124613.0,24134.0,-41996.0,-322706.0,-210370.0,-5293.0,-4112.0,75.3,4108.0,103.2,111.9,18.0,,,,,,26033.66901,182.0,111.9,74.3,47.53,22872.0,2004-01-01
2105.0,2857.0,-1355.0,3607.0,134.0,744.0,878.0,33.0,615.0,8157028.0,-628105.0,7528923.0,2440477.0,5306171.0,410381.0,216044.0,278332.0,-6201.0,1100003.0,880067.0,-27768.0,10487.0,148844.0,213561.0,3865049.0,269625.0,661427.0,104456.0,64466.0,22506.0,-24192.0,-412331.0,-186524.0,-5949.0,-3743.0,75.4,3607.0,107.2,111.9,18.0,,,,,,26285.86186,183.7,111.9,73.4,47.51,17148.0,2004-02-01
2261.0,3355.0,-1557.0,4059.0,149.0,834.0,983.0,54.0,711.0,8031894.0,-829527.0,7202367.0,2777246.0,4937287.0,317361.0,437871.0,228892.0,-3227.0,1141817.0,981580.0,-9687.0,10718.0,105603.0,186851.0,3767546.0,373225.0,643038.0,103845.0,68768.0,24940.0,-323249.0,-622730.0,-172315.0,-10094.0,-4615.0,75.4,4059.0,109.4,111.8,17.0,,,,,,26677.49316,184.9,111.8,74.3,47.58,20004.0,2004-03-01
1893.0,2847.0,-1357.0,3383.0,99.0,429.0,528.0,28.0,628.0,7074427.0,-482990.0,6591437.0,2343411.0,4469483.0,261533.0,240404.0,201858.0,-3457.0,1331792.0,574584.0,-1770.0,11214.0,77726.0,161313.0,3333042.0,228495.0,486735.0,113626.0,62719.0,6780.0,-15781.0,-356407.0,-102642.0,-5132.0,-3767.0,76.2,3383.0,115.2,113.8,17.0,,,,,,27162.73787,186.6,113.8,74.5,47.81,22212.0,2004-04-01
2496.0,3163.0,-1338.0,4321.0,162.0,1187.0,1349.0,28.0,645.0,7326785.0,-477199.0,6849586.0,2348798.0,4676075.0,301911.0,466736.0,221842.0,-4420.0,1130869.0,535810.0,-2039.0,11694.0,89937.0,185880.0,3573971.0,216403.0,532126.0,137634.0,73307.0,8486.0,-127282.0,-283343.0,-160488.0,-12567.0,-4100.0,76.5,4321.0,116.1,113.9,17.0,,,,,,26695.56423,187.6,113.9,73.0,47.98,22740.0,2004-05-01
2120.0,2343.0,-1715.0,2748.0,131.0,918.0,1049.0,31.0,636.0,6640058.0,-778290.0,5861768.0,2223174.0,4081746.0,335138.0,243997.0,206719.0,-5112.0,1298005.0,493724.0,-14159.0,14431.0,106512.0,199997.0,3030193.0,194984.0,478826.0,104183.0,67754.0,6486.0,-20956.0,-362791.0,-373243.0,-11072.0,-12772.0,76.5,2748.0,115.1,116.3,17.0,,,,,,26202.29479,186.6,116.3,75.0,48.06,20628.0,2004-06-01
1751.0,3462.0,-1527.0,3686.0,89.0,771.0,860.0,35.0,720.0,7887461.0,-801687.0,7085774.0,2540698.0,4950935.0,395829.0,492137.0,261823.0,-8223.0,1363589.0,437225.0,-5853.0,27838.0,118338.0,225703.0,3772855.0,216080.0,530405.0,120564.0,79803.0,6362.0,-18898.0,-413368.0,-344516.0,-9566.0,-6451.0,76.3,3686.0,117.9,118.4,17.0,,,,,,26328.9802,187.2,118.4,73.7,47.97,17232.0,2004-07-01
2580.0,3006.0,-1352.0,4234.0,171.0,1108.0,1279.0,37.0,679.0,6857410.0,-682686.0,6174724.0,2206189.0,4270124.0,381096.0,262756.0,221285.0,-4165.0,1311819.0,418135.0,-3641.0,22579.0,116510.0,219174.0,3114766.0,224290.0,500110.0,92891.0,73560.0,38464.0,-26912.0,-285150.0,-360692.0,-8320.0,-5025.0,76.5,4234.0,114.3,119.9,17.0,,,,,,26134.37709,185.7,119.8,74.9,48.26,19680.0,2004-08-01
1958.0,3545.0,-1589.0,3914.0,147.0,603.0,750.0,25.0,658.0,7394628.0,-469115.0,6925513.0,2632500.0,4464369.0,297758.0,505298.0,186380.0,-2551.0,1396033.0,553066.0,-5726.0,12976.0,87886.0,178256.0,3335714.0,217978.0,473274.0,102633.0,68374.0,7481.0,-8507.0,-175602.0,-271384.0,-7435.0,-2879.0,76.3,3914.0,116.8,119.4,17.0,,,,,,26315.37871,182.4,119.3,75.0,48.63,20892.0,2004-09-01
2444.0,2688.0,-1476.0,3656.0,158.0,885.0,1043.0,22.0,665.0,6784471.0,-436426.0,6348045.0,2265905.0,4169962.0,348604.0,232746.0,205476.0,-4826.0,1345379.0,551784.0,-64654.0,12682.0,153985.0,159734.0,3216664.0,174188.0,495820.0,91059.0,73507.0,9005.0,-107894.0,-169645.0,-244910.0,-7693.0,-6001.0,76.3,3656.0,116.5,118.9,17.0,,,,,,26094.42062,182.0,118.9,78.2,49.1,18324.0,2004-10-01
2165.0,3164.0,-1655.0,3674.0,137.0,876.0,1013.0,27.0,637.0,7277169.0,-593229.0,6683940.0,2567821.0,4404609.0,304738.0,481927.0,179467.0,-4769.0,1302573.0,629746.0,-21123.0,14622.0,106545.0,163213.0,3282226.0,204162.0,491710.0,97684.0,83859.0,12031.0,-13213.0,-264517.0,-303909.0,-6458.0,-6467.0,76.3,3674.0,114.6,119.0,17.0,,,,,,27338.98381,180.4,119.0,75.8,49.41,17136.0,2004-11-01
2327.0,2624.0,-1725.0,3226.0,124.0,1054.0,1178.0,19.0,696.0,6650952.0,-711977.0,5938975.0,1912227.0,4385541.0,353184.0,245560.0,216753.0,-4630.0,834044.0,624071.0,-3571.0,15514.0,121554.0,194622.0,3221393.0,230741.0,517430.0,96050.0,79095.0,12535.0,-17241.0,-405667.0,-260162.0,-9007.0,-9261.0,76.3,3226.0,116.9,120.8,17.0,,,,,,27094.57702,178.8,120.8,74.6,49.61,17328.0,2004-12-01
